id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
af2e7002e7d9f29e,"Redirect for Wikipedia:WikiProject Darts 

Hi, I posted a message to you a while back about the deletion of WikiProject Darts which was a redirect to Wikipedia:WikiProject Darts. Why did you delete it when there are lots of projects that have redirects to their projects called WikiProject Football etc. Could I please get a reply. Thanks.  talk",0,0,0,0,0,0
39d5fb74c6138642,"""

 Name of EP 

On the infobox for this page, it says the name is {{{He Was'nt Man Enough}}}. When I went to edit it, it already says that the name is My Heart Will Always Be the B-Side to My Tongue, but when I go back to the article, it says the name is {{{He Was'nt Man Enough}}}. Why does it say this strange """"He Wasn't Man Enough"""" thing? I am confused. –  """,0,0,0,0,0,0
6431c0362b7717e6,Will do. Thanks for the note! Stay cool.,0,0,0,0,0,0
dae79e76c8ea78c7,"Specifically: WHY are the Colin Powell and Hayden comments in the article? Both men DENY criticizing Feith and praise his work. Hayden says directly that Levin mischaracterized his words and he has no bad opinions of Feith. If no one has a good answer, I will remove them. 71.100.167.23",0,0,0,0,0,0
0392452585b760e3,"""
Wrong licenses
I have corrected the licenses for the majority of the images you have uploaded. The exceptions are:
:Image:Wankhede Mumbai.jpg - On the flickr page the author has apparently agreed to license the image under one of the free Creative Commons licenses, but failed to actually change the licensing. 
:Image:Dhoom2.jpg - Concern that the creator is in no position to submit the image under a Creative Commons license, as it depicts a billboard for a film and copyright to it is held by somebody else than the photographer. As such, the photo may not be used on Wikipedia, except perhaps under fair use policy (which probably doesn't apply), or under panorama freedom (depending on what the copyright law of India says on this topic).
:Image:Bipasha.jpg - Image description page implies that it is licensed for non-commercial use only (contradicting your copyright tag); such a restriction is not acceptable on Wikipedia. In addition, the link to the original source (which could clarify which condition is correct) of the image is missing.
:Image:Bom.jpg - The link to the original source at flickr is missing; author uploads images to flickr as """"all rights reserved"""". 
:Image:Chowpatti.jpg - To verify that the image is indeed under the license you claim, the author should probably e-mail the Wikimedia Foundation and confirm that it is indeed under that license.
:Image:Hydmall.jpg - The flickr page states that it is under a Creative Commons No-Derivative license; a license that prohibits the image to be modified/used in derivative works is not acceptable on Wikipedia, either.
:Image:Infobangalore.jpg - No evidence of the image being under a free license.
:Image:Brigaderoad.jpg - Flickr page states """"all rights reserved"""".
:Image:Hoogly.jpg - The link to the original source at flickr is missing; author uploads images to flickr as """"all rights reserved"""".
:Image:Haf.jpg - Flickr page states """"all rights reserved"""".
:Image:Bangtemp.jpg - Creative Commons No-Derivative license.
:Image:Kolkahomes.jpg - All rights reserved.
:Image:Delhimall.jpg - Creative Commons Attribution Non-commercial No-derivative license (unacceptable on Wikipedia).
:Image:Yamun.jpg - All rights reserved.
:Image:Kolk.jpg - All rights reserved.
:Image:Myspalbang.jpg - All rights reserved.
:Image:Bangalore.jpg - The link to the original source is missing; no evidence that it is under the Creative Commons license.
:Image:Lalbagh.jpg - Taken from WikiTravel. Uploader ought to confirm that he is indeed under the author and that he has licensed it under the license indicated.
:Image:Nagpur.JPG - Who made this image?

There are several issues here. There are multiple Creative Commons licenses, not all of which are acceptable on Wikipedia. In particular, licenses that prohibit commercial use or making of derivative works are considered unfree and can't be used on Wikipedia, except as provided by the fair use policy; Creative Commons Atrribution, and Creative Commons Atrribution Sharealike licenses are okay. Also, there are multiple versions of the licenses; Creative Commons Atrribution Sharealike 1.0, 2.0, 2.5, and 3.0 are all distinct licenses. (The problem is that the upload dialogue only lists the 3.0 versions and not the earlier ones; when the image is under one of the older licenses, you ought to edit the image description page and correct the number. As far as I can see, Flickr only uses the 2.0 versions of the licenses.)

In addition, some of the Flickr authors have indicated that they allow the image to be used on Wikipedia, without making it clear that they release it under one of the acceptable licenses; a permission that only extends to Wikipedia is not sufficient, either. You should ask the authors to do one of the following:
Change the Flickr page to license the image under Creative Commons Attribution (or Attribution Sharealike) license (apparently, this would change the licensing for all images, and this may not be what they intend to do);
Post a message to the image page with a text similar to the following:
I, creator of the image, agree to license it under the Creative Commons Attribution license (link) [alternately: under the Creative Commons Attribution Sharealike license (link). This declaration overrides any statement to the contrary on this page.
E-mail the Wikimedia Foundation (permissions-en[AT]wikimedia[DOT]org) with a message similar to the above, also specifying which image (images) the user intends to release under the license. (This would be the best choice if the author doesn't want to reveal his identity on Wikip",0,0,0,0,0,0
f73dc10480f7aa7a,"So, are you suggesting that I stop objecting when people like Dodo violate the rules?  Because, he did violate the rules, and I objected.  Dodo ran off, and the puppets swarmed.  (Rather than 'sock puppets' or 'meat puppets', perhaps they should be called, 'gang puppets'.)",0,0,0,0,0,0
a578b0ffcccb2a21,"""

 Reliable source for party ideology: social liberalism 

You can use the 2012 party platform as a reliable source to establish the party's ideology. For example, page 6 establishes that the party """"comprises itself with closing inequality gaps""""—that would qualify the party as liberal. I'm not interested in these matters so somebody else can deal with this kind of things. —  """,0,0,0,0,0,0
f7bb6fa07f6d01ed,"""
Inactive bureaucrat?
Should bureaucrats that have been inactive for over a year be removed from the list of bureaucrats? 888 """,0,0,0,0,0,0
a479b07d2fba61cc,"No, I am proposing a complete revamp instead, see above. This article will be informative despite you, and despite guidelines which are attempting to cloud the issue.",0,0,0,0,0,0
10d0004697c400bc,"I think you've taken this too seriously but I do apologise, I was working from your edit summary alone. What you did was obviously ok. But you'd be surprised how many editors don't know about this.",0,0,0,0,0,0
0f59fc34fb658702,are you stupid or what????? read the very union text yourself!!!! it is clearly states that union is between TWO NATIONS!!!!!!!   http://www.lublin.eu/Liublino_unijos_paskelbimo_aktas-1-927-27-1216.html,1,0,1,0,1,0
820301764fe7f53f,"Can I just blame you for popping up on my watchilist right below an unsourced OR edit on an article, both of your entries the same length? Somehow...it's not really my fault *whimper*",0,0,0,0,0,0
a4577066e6e9f62e,"Hello there
Hello there, stranger! Hope you're well. Let me know if you have any questions ;)  /",0,0,0,0,0,0
f237d61c7a865c0e,"Offensive?
Until the 18th century, few if any doubted that the earth was created some 4,000 thousand years before the birth of Christ, and that the Garden of Eden, the Flood and the Tower of Babel, Abraham and the Exodus, and all subsequent narrative, were real history.",0,0,0,0,0,0
78b44025047d7fcb,I tried to ask him on his user talk page. He deleted this. He did the same with my second attempt. THis made me upset. I swore and am now sorry for it. I am definetely,0,0,0,0,0,0
1a1ef8927782016c,"You added advertisement on this page 25 times and they all reverted. Please stop doing that!
Su ana kadar 25 defa yazdiklariniz silindi. Lutfen artik Wikipedia'ya reklam eklemeyin!",0,0,0,0,0,0
5d7025c0e73d9d34,"""

 I respect your logic behind moving the Khalifman quote from Methods for comparing top chess players throughout history to World Chess Championship 2010. I do however wish to bring your attention back to what was my original intent. I have observed this page frequently. Few years ago, I started wondering as to what is the acceptable time period for this page to remain hostage to the old statistics of Jeff Sonas, Raymond Keene, Nathan Divinsky, Matej Guid and Ivan Bratko. More recently I observed many past players (or their protege) beginning to exploit this page to proclaim greatness. My additions were merely an attempt to coerce a reflection on the """"present state"""" because """"Throughout History"""" seems to have stopped at 2005! The elo list only adds to the confusion because it is inflationary in nature. In my humble opinion, the present cathartic state is a bigger violation of encylopedia guidelines then my attempt to update it. Do remember that Wikipedia is visited by more lay people (who will be seriously mislead/confused by the data upto 2005) then experts (who can objectively transpose it to year 2011). A lot of 10 year old kids use Wikipedia to learn and write their homework. It is fine if we want to wait till someone of great repute explicitly compares current players to Fischer or either of the K's, or someone acceptable comes forth with up-to-date statistics beyond 2005. That may happen tomorrow, or may not happen for another 10 years. Till then we can keep our heads buried in sand.   """,0,0,0,0,0,0
21f394dfd111aa3a,"I understand and sympathise with your complaint about the word 'vandal' but it is the word used at Wikipedia for destructive editing (not really an issue in most internet forums such as Yahoo! Groups) in the absence of a better idea. I myself would also cite 'troll' and 'sockpuppet' as words with an online currency but a degree of offensiveness which does not really conform to normal (non-Internet) standards of etiquette (I never use these terms). The relevance of Rupert Murdoch here is that he is the world's major newspaper magnate, an Australian and the owner of the type of tabloid newspaper complicit in the continual stigmatisation of schizophrenics by association in the public mind with the perpetration of violence - perhaps unfairly, as the section on 'violence' indicates, particularly in view of this group's poor access to legal representation globally. Your innocence in the matter seems at variance with the degree of professional qualification and participation evinced on your homepage. If you truly feel that using Wikipedia itself as a reference is 'inappropriate' are you thereby opposed to Wiki links, as consistency seems to demand? And could you or someone else please exemplify alternative content for this section 'written and referenced appropriately'?",0,0,0,0,0,0
789494983b8d4c76,"""No mention of the Belcher family. Google """"Belcher holbrook randolph"""" but lose the quotes

""",0,0,0,0,0,0
65d66bf057752682,LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL,0,0,0,0,0,0
de337daecf4243e6,"""::P.S: A  previous comment on this talk page gives a quotation worded identically to the first sentence of the article's history section as it stood at the time, and says """"This is a statement in Florian Cajori's history."""" I initially took this to mean that the quotation was alleged to have appeared verbatim in that work of Cajori's. I now suspect that I was mistaken, and that it was merely intended to assert that something roughly synonymous appears in Cajori's history.  At any rate, although Cajori does say, in the fifth edition of his history, that Hippolytus knew about casting out nines, he does not appear to have anywhere mentioned the expression """"abjectio novenaria"""".
""",0,0,0,0,0,0
746af80b681812a0,"==Small minded fascist++
Since you're a small minded nerd who can't move we'll leave it. How pitiful little sausages are like you - nothing better to do so 150,000 edits later you've a power crazed hunger to delete. - get a life eh! get out more. And it was the real Peter Wynne Thomas - who's a pile of foolishness now - bless",1,0,0,0,1,0
7edec6054620029b,"""

 Will do. In order to rapidly increase the """"reliable source"""" status of my recent papers, nowadays at the end of my mathematical or statistical conference talks on Lucia de Berk or quantum statistics I add some remarks on MHP and wikipedia, and urge my mathematical colleagues to write a note in their next paper, whether on algebraic topology or statistical learning: """"On a totally unrelated note, Gill (2011) has written a crappy paper on the Monty Hall Problem"""". You see, I aim to rapidly raise its citation count above that of the infamous Morgan et al. (1991), source of all our wikipedia MHP woes.   """,0,0,0,0,0,0
3efcd73f1ab41dcc,"Combichrist 

What about the Combichrist lyrics?",0,0,0,0,0,0
9a819f24ff8b8121,"About the Bugeac image

Ok sorry to answer so late. The map was originally created  by Anonimu and he based his map exclusively on the Soviet census of 1989 if I am correct. He did not post it on the article, he just suggested it as a possible map, however everyone sort of ignored it. I contacted him and inquired about it. I took the map and changed it in areas where i knew for sure from census data from 2001 that there were mistakes. Besides the census, the sources I used were  and  as well as this site for the actual map .",0,0,0,0,0,0
e9bcbd2b8937bcb4,"Ok, fair enough. I get your POV comment. However, we do agree that socialist is still applicable to describing both parties and their ideologies without being POV, right? Thanks though.",0,0,0,0,0,0
24fe53467734d0e4,"""

To all interested parties 
For those who are interested, for the """"arguments"""" the sockpuppet Khoikhoi, who has created this article, presents for the application of the NPOV tag and later even """"totally disputed"""" tag (without giving any reasons, which is vandalism and a blatant violation of any rules) is as follows:
"""" - because this article presents sentences as absolute fact that are backed-up by Slovak sources)""""

In other words, the use of Slovak sources is considered POV by him, although I have used the  currently best scientific demographic and etnogpraphic sources existing in this area. 

Secondly, I will restore all sourced information that has been deleted by another sockpuppet of the user:Arpad and futher attempts to remove such information will be treated according to wikipedia rules. Further corrections of the text of this and the Magyarisation article, for the relativisation of which this article has been explicitely created by user Khoikhoi, will follow later on.   """,0,0,0,0,0,0
162b1215ee28cc6d,"Ford Tempo 

Hi,
Are you sure it was a vandalism made by me? Please, verify.",0,0,0,0,0,0
109994235b7d9912,"Excuse me 

Excuse me, but why did you delete the article about Brad Sommer? It was a legitimate article by Wikipedia standards.",0,0,0,0,0,0
b56a24c546fea5ad,"""

 Why should we put Gamma and be done with it? OK, then let's clarify the ambiguity. I propose we """"work from precedents"""" and review similar statements at other city articles. (note the lack of boosterism in these examples):

Boston (Boston is also a featured article) - Founded in 1630, Boston is one of the oldest and most culturally significant cities in the United States, and is recognized as a global or world city.

Miami - The region's importance as an international financial and cultural center has elevated Miami to the status of world city; because of its cultural and linguistic ties to North, South, and Central America, and the Caribbean it is sometimes called """"The Gateway of the Americas.""""

 I propose """"Houston is recognized as a global or world city by the Globalization and World Cities Study Group & Network""""  """,0,0,0,0,0,0
